"Date","Price","Open","High","Low","Vol.","Change %"
"11/28/1995","0.36","0.35","0.36","0.35","176.29M","2.86%"
"11/27/1995","0.35","0.36","0.36","0.35","115.88M","-2.78%"
"11/24/1995","0.36","0.35","0.36","0.35","109.95M","5.88%"
"11/22/1995","0.34","0.34","0.35","0.34","98.81M","0.00%"
"11/21/1995","0.34","0.35","0.35","0.34","191.61M","0.00%"
"11/20/1995","0.34","0.36","0.36","0.34","148.46M","-5.56%"
"11/17/1995","0.36","0.36","0.36","0.35","128.53M","0.00%"
"11/16/1995","0.36","0.36","0.37","0.35","226.23M","-2.70%"
"11/15/1995","0.37","0.37","0.37","0.36","248.14M","0.00%"
"11/14/1995","0.37","0.37","0.38","0.37","407.28M","2.78%"
"11/13/1995","0.36","0.36","0.37","0.36","317.37M","2.86%"
"11/10/1995","0.35","0.35","0.36","0.35","223.12M","0.00%"
"11/09/1995","0.35","0.35","0.36","0.35","260.11M","0.00%"
"11/08/1995","0.35","0.35","0.37","0.35","358.83M","0.00%"
"11/07/1995","0.35","0.34","0.36","0.33","736.39M","2.94%"
"11/06/1995","0.34","0.33","0.35","0.32","311.77M","3.03%"
"11/03/1995","0.33","0.33","0.33","0.32","179.72M","0.00%"
"11/02/1995","0.33","0.33","0.33","0.32","152.76M","0.00%"
"11/01/1995","0.33","0.33","0.33","0.32","193.23M","3.13%"
"10/31/1995","0.32","0.31","0.33","0.31","289.22M","3.23%"
"10/30/1995","0.31","0.31","0.31","0.31","175.64M","0.00%"
"10/27/1995","0.31","0.31","0.31","0.30","154.21M","0.00%"
"10/26/1995","0.31","0.31","0.31","0.31","125.87M","0.00%"
"10/25/1995","0.31","0.31","0.32","0.31","133.30M","0.00%"
"10/24/1995","0.31","0.32","0.32","0.31","213.49M","0.00%"
"10/23/1995","0.31","0.31","0.31","0.31","197.80M","0.00%"
"10/20/1995","0.31","0.31","0.31","0.31","386.33M","0.00%"
"10/19/1995","0.31","0.32","0.33","0.31","945.06M","-6.06%"
"10/18/1995","0.33","0.33","0.35","0.33","512.40M","0.00%"
"10/17/1995","0.33","0.33","0.33","0.32","178.62M","3.13%"
"10/16/1995","0.32","0.32","0.33","0.32","182.07M","0.00%"
"10/13/1995","0.32","0.32","0.33","0.32","235.19M","0.00%"
"10/12/1995","0.32","0.31","0.32","0.31","162.05M","3.23%"
"10/11/1995","0.31","0.31","0.32","0.30","332.88M","0.00%"
"10/10/1995","0.31","0.31","0.31","0.30","400.15M","0.00%"
"10/09/1995","0.31","0.32","0.32","0.31","372.57M","-3.12%"
"10/06/1995","0.32","0.33","0.33","0.32","309.04M","-3.03%"
"10/05/1995","0.33","0.32","0.33","0.32","245.31M","3.13%"
"10/04/1995","0.32","0.33","0.33","0.32","266.77M","-5.88%"
"10/03/1995","0.34","0.34","0.34","0.33","289.82M","0.00%"
"10/02/1995","0.34","0.34","0.34","0.33","392.00M","3.03%"
"09/29/1995","0.33","0.34","0.34","0.33","283.42M","-2.94%"
"09/28/1995","0.34","0.33","0.34","0.33","331.18M","6.25%"
"09/27/1995","0.32","0.33","0.33","0.31","451.16M","-3.03%"
"09/26/1995","0.33","0.34","0.34","0.33","250.90M","0.00%"
"09/25/1995","0.33","0.34","0.34","0.33","315.21M","0.00%"
"09/22/1995","0.33","0.33","0.33","0.32","398.64M","0.00%"
"09/21/1995","0.33","0.33","0.33","0.32","347.33M","0.00%"
"09/20/1995","0.33","0.33","0.33","0.33","321.81M","0.00%"
"09/19/1995","0.33","0.33","0.33","0.32","490.02M","0.00%"
"09/18/1995","0.33","0.32","0.33","0.32","621.49M","3.13%"
"09/15/1995","0.32","0.33","0.36","0.31","1.21B","-11.11%"
"09/14/1995","0.36","0.37","0.37","0.35","550.56M","-5.26%"
"09/13/1995","0.38","0.38","0.39","0.37","322.75M","0.00%"
"09/12/1995","0.38","0.40","0.40","0.38","326.26M","-5.00%"
"09/11/1995","0.40","0.40","0.41","0.40","172.49M","0.00%"
"09/08/1995","0.40","0.40","0.40","0.40","174.78M","0.00%"
"09/07/1995","0.40","0.39","0.40","0.39","262.30M","2.56%"
"09/06/1995","0.39","0.39","0.39","0.39","200.76M","0.00%"
"09/05/1995","0.39","0.39","0.39","0.38","179.97M","2.63%"
"09/01/1995","0.38","0.38","0.39","0.38","98.28M","0.00%"
"08/31/1995","0.38","0.39","0.39","0.38","87.86M","-2.56%"
"08/30/1995","0.39","0.39","0.39","0.39","153.47M","0.00%"
"08/29/1995","0.39","0.38","0.39","0.38","317.06M","2.63%"
"08/28/1995","0.38","0.40","0.40","0.38","243.04M","-5.00%"
"08/25/1995","0.40","0.41","0.41","0.40","134.34M","-2.44%"
"08/24/1995","0.41","0.41","0.41","0.41","287.93M","0.00%"
"08/23/1995","0.41","0.40","0.41","0.40","253.80M","2.50%"
"08/22/1995","0.40","0.40","0.40","0.39","217.05M","2.56%"
"08/21/1995","0.39","0.40","0.41","0.39","271.84M","-2.50%"
"08/18/1995","0.40","0.40","0.40","0.39","241.16M","0.00%"
"08/17/1995","0.40","0.40","0.41","0.39","246.89M","0.00%"
"08/16/1995","0.40","0.39","0.40","0.39","292.63M","2.56%"
"08/15/1995","0.39","0.39","0.39","0.39","317.40M","0.00%"
"08/14/1995","0.39","0.38","0.39","0.38","167.41M","2.63%"
"08/11/1995","0.38","0.38","0.39","0.37","206.93M","0.00%"
"08/10/1995","0.38","0.39","0.39","0.38","164.02M","-2.56%"
"08/09/1995","0.39","0.38","0.39","0.38","369.02M","2.63%"
"08/08/1995","0.38","0.39","0.39","0.38","234.60M","-2.56%"
"08/07/1995","0.39","0.39","0.40","0.39","193.76M","-2.50%"
"08/04/1995","0.40","0.40","0.40","0.39","192.32M","0.00%"
"08/03/1995","0.40","0.39","0.41","0.39","213.93M","0.00%"
"08/02/1995","0.40","0.39","0.40","0.39","275.13M","2.56%"
"08/01/1995","0.39","0.40","0.40","0.39","210.92M","-2.50%"
"07/31/1995","0.40","0.41","0.41","0.40","158.52M","-2.44%"
"07/28/1995","0.41","0.42","0.42","0.40","260.94M","-2.38%"
"07/27/1995","0.42","0.41","0.42","0.41","325.18M","2.44%"
"07/26/1995","0.41","0.41","0.41","0.41","171.45M","0.00%"
"07/25/1995","0.41","0.41","0.41","0.41","263.53M","0.00%"
"07/24/1995","0.41","0.39","0.41","0.39","214.63M","5.13%"
"07/21/1995","0.39","0.38","0.40","0.38","757.90M","-7.14%"
"07/20/1995","0.42","0.41","0.42","0.40","331.27M","2.44%"
"07/19/1995","0.41","0.42","0.43","0.40","531.99M","-4.65%"
"07/18/1995","0.43","0.44","0.44","0.43","254.63M","-2.27%"
"07/17/1995","0.44","0.44","0.44","0.43","226.16M","0.00%"
"07/14/1995","0.44","0.42","0.44","0.42","277.93M","2.33%"
"07/13/1995","0.43","0.42","0.44","0.42","352.33M","2.38%"
"07/12/1995","0.42","0.42","0.43","0.41","283.81M","0.00%"
"07/11/1995","0.42","0.43","0.43","0.42","214.69M","-2.33%"
"07/10/1995","0.43","0.43","0.45","0.43","297.93M","0.00%"
"07/07/1995","0.43","0.42","0.44","0.42","387.12M","2.38%"
"07/06/1995","0.42","0.42","0.42","0.41","184.09M","0.00%"
"07/05/1995","0.42","0.42","0.43","0.42","177.06M","0.00%"
"07/03/1995","0.42","0.42","0.42","0.41","39.39M","2.44%"
"06/30/1995","0.41","0.42","0.43","0.41","165.49M","-2.38%"
"06/29/1995","0.42","0.41","0.43","0.41","232.56M","0.00%"
"06/28/1995","0.42","0.41","0.42","0.41","266.36M","2.44%"
"06/27/1995","0.41","0.42","0.43","0.41","217.08M","-4.65%"
"06/26/1995","0.43","0.43","0.43","0.43","152.78M","-2.27%"
"06/23/1995","0.44","0.44","0.44","0.43","231.96M","0.00%"
"06/22/1995","0.44","0.44","0.44","0.43","473.93M","0.00%"
"06/21/1995","0.44","0.43","0.45","0.42","626.01M","4.76%"
"06/20/1995","0.42","0.41","0.43","0.41","738.47M","5.00%"
"06/19/1995","0.40","0.39","0.40","0.39","469.54M","2.56%"
"06/16/1995","0.39","0.39","0.39","0.39","89.21M","0.00%"
"06/15/1995","0.39","0.39","0.39","0.39","92.76M","0.00%"
"06/14/1995","0.39","0.39","0.39","0.39","118.05M","0.00%"
"06/13/1995","0.39","0.40","0.40","0.39","125.94M","0.00%"
"06/12/1995","0.39","0.39","0.40","0.39","212.12M","0.00%"
"06/09/1995","0.39","0.39","0.39","0.39","186.63M","2.63%"
"06/08/1995","0.38","0.39","0.39","0.38","136.14M","-2.56%"
"06/07/1995","0.39","0.39","0.39","0.39","124.52M","0.00%"
"06/06/1995","0.39","0.39","0.40","0.39","315.27M","0.00%"
"06/05/1995","0.39","0.38","0.39","0.38","254.65M","2.63%"
"06/02/1995","0.38","0.37","0.38","0.37","105.69M","0.00%"
"06/01/1995","0.38","0.37","0.38","0.37","186.73M","2.70%"
"05/31/1995","0.37","0.38","0.38","0.37","159.53M","0.00%"
"05/30/1995","0.37","0.38","0.38","0.37","196.39M","-2.63%"
"05/26/1995","0.38","0.38","0.39","0.38","114.55M","-2.56%"
"05/25/1995","0.39","0.39","0.39","0.38","182.86M","0.00%"
"05/24/1995","0.39","0.39","0.40","0.38","264.67M","0.00%"
"05/23/1995","0.39","0.39","0.40","0.39","276.66M","0.00%"
"05/22/1995","0.39","0.38","0.39","0.38","371.89M","2.63%"
"05/19/1995","0.38","0.38","0.39","0.38","322.59M","-2.56%"
"05/18/1995","0.39","0.39","0.39","0.39","371.57M","0.00%"
"05/17/1995","0.39","0.39","0.40","0.39","263.14M","0.00%"
"05/16/1995","0.39","0.39","0.40","0.38","332.52M","0.00%"
"05/15/1995","0.39","0.39","0.39","0.38","393.47M","0.00%"
"05/12/1995","0.39","0.36","0.39","0.36","647.95M","5.41%"
"05/11/1995","0.37","0.37","0.37","0.36","523.62M","0.00%"
"05/10/1995","0.37","0.37","0.37","0.36","275.07M","0.00%"
"05/09/1995","0.37","0.36","0.37","0.36","322.93M","2.78%"
"05/08/1995","0.36","0.36","0.37","0.35","386.97M","2.86%"
"05/05/1995","0.35","0.35","0.35","0.34","208.01M","2.94%"
"05/04/1995","0.34","0.34","0.36","0.34","303.64M","0.00%"
"05/03/1995","0.34","0.34","0.34","0.34","168.78M","0.00%"
"05/02/1995","0.34","0.34","0.34","0.33","120.01M","0.00%"
"05/01/1995","0.34","0.34","0.35","0.34","177.96M","0.00%"
"04/28/1995","0.34","0.34","0.34","0.33","195.32M","0.00%"
"04/27/1995","0.34","0.34","0.34","0.34","139.84M","0.00%"
"04/26/1995","0.34","0.34","0.35","0.33","230.44M","0.00%"
"04/25/1995","0.34","0.35","0.35","0.33","273.64M","-2.86%"
"04/24/1995","0.35","0.35","0.35","0.34","272.24M","0.00%"
"04/21/1995","0.35","0.33","0.35","0.33","666.49M","2.94%"
"04/20/1995","0.34","0.33","0.34","0.33","329.50M","6.25%"
"04/19/1995","0.32","0.33","0.33","0.32","279.32M","-3.03%"
"04/18/1995","0.33","0.34","0.34","0.33","231.13M","-2.94%"
"04/17/1995","0.34","0.34","0.35","0.34","208.81M","0.00%"
"04/13/1995","0.34","0.35","0.35","0.34","174.36M","-2.86%"
"04/12/1995","0.35","0.34","0.35","0.33","474.71M","2.94%"
"04/11/1995","0.34","0.33","0.34","0.33","214.40M","3.03%"
"04/10/1995","0.33","0.33","0.33","0.32","117.80M","0.00%"
"04/07/1995","0.33","0.33","0.33","0.32","295.73M","0.00%"
"04/06/1995","0.33","0.33","0.34","0.32","723.05M","6.45%"
"04/05/1995","0.31","0.30","0.31","0.30","264.86M","3.33%"
"04/04/1995","0.30","0.32","0.32","0.30","428.20M","-6.25%"
"04/03/1995","0.32","0.32","0.32","0.31","154.30M","3.23%"
"03/31/1995","0.31","0.31","0.32","0.31","183.24M","-3.12%"
"03/30/1995","0.32","0.31","0.32","0.31","273.30M","3.23%"
"03/29/1995","0.31","0.30","0.31","0.30","496.88M","0.00%"
"03/28/1995","0.31","0.32","0.32","0.30","689.80M","-6.06%"
"03/27/1995","0.33","0.34","0.34","0.33","142.80M","-2.94%"
"03/24/1995","0.34","0.33","0.34","0.33","128.12M","3.03%"
"03/23/1995","0.33","0.34","0.34","0.33","170.09M","-2.94%"
"03/22/1995","0.34","0.32","0.35","0.32","479.15M","6.25%"
"03/21/1995","0.32","0.32","0.33","0.31","305.37M","3.23%"
"03/20/1995","0.31","0.31","0.32","0.31","189.88M","0.00%"
"03/17/1995","0.31","0.32","0.32","0.31","215.65M","0.00%"
"03/16/1995","0.31","0.31","0.32","0.31","316.74M","0.00%"
"03/15/1995","0.31","0.32","0.32","0.31","730.97M","0.00%"
"03/14/1995","0.31","0.34","0.34","0.31","727.87M","-8.82%"
"03/13/1995","0.34","0.35","0.35","0.34","325.75M","-2.86%"
"03/10/1995","0.35","0.35","0.36","0.35","137.41M","0.00%"
"03/09/1995","0.35","0.36","0.36","0.35","196.68M","0.00%"
"03/08/1995","0.35","0.35","0.36","0.34","367.23M","2.94%"
"03/07/1995","0.34","0.36","0.36","0.34","150.79M","-2.86%"
"03/06/1995","0.35","0.35","0.36","0.35","132.72M","-2.78%"
"03/03/1995","0.36","0.35","0.36","0.35","145.77M","0.00%"
"03/02/1995","0.36","0.36","0.36","0.35","268.74M","0.00%"
"03/01/1995","0.36","0.35","0.36","0.35","224.45M","2.86%"
"02/28/1995","0.35","0.34","0.36","0.34","222.97M","2.94%"
"02/27/1995","0.34","0.34","0.35","0.34","268.81M","-2.86%"
"02/24/1995","0.35","0.36","0.36","0.34","568.81M","-2.78%"
"02/23/1995","0.36","0.37","0.37","0.36","314.71M","0.00%"
"02/22/1995","0.36","0.36","0.37","0.36","293.42M","-2.70%"
"02/21/1995","0.37","0.38","0.38","0.36","301.58M","-2.63%"
"02/17/1995","0.38","0.38","0.38","0.38","121.79M","-2.56%"
"02/16/1995","0.39","0.39","0.39","0.38","218.78M","2.63%"
"02/15/1995","0.38","0.39","0.39","0.38","184.48M","0.00%"
"02/14/1995","0.38","0.39","0.39","0.38","165.61M","-2.56%"
"02/13/1995","0.39","0.39","0.40","0.39","283.37M","0.00%"
"02/10/1995","0.39","0.39","0.39","0.39","350.20M","0.00%"
"02/09/1995","0.39","0.38","0.39","0.38","475.45M","2.63%"
"02/08/1995","0.38","0.37","0.38","0.36","402.86M","5.56%"
"02/07/1995","0.36","0.36","0.37","0.36","201.60M","0.00%"
"02/06/1995","0.36","0.36","0.36","0.35","243.03M","0.00%"
"02/03/1995","0.36","0.37","0.38","0.36","319.21M","-2.70%"
"02/02/1995","0.37","0.36","0.37","0.36","203.58M","2.78%"
"02/01/1995","0.36","0.36","0.36","0.36","158.37M","0.00%"
"01/31/1995","0.36","0.36","0.36","0.36","212.78M","0.00%"
"01/30/1995","0.36","0.36","0.36","0.36","230.59M","0.00%"
"01/27/1995","0.36","0.36","0.36","0.35","298.57M","2.86%"
"01/26/1995","0.35","0.36","0.37","0.35","246.39M","-5.41%"
"01/25/1995","0.37","0.35","0.37","0.35","517.07M","0.00%"
"01/24/1995","0.37","0.38","0.38","0.37","218.10M","-2.63%"
"01/23/1995","0.38","0.37","0.38","0.37","398.54M","0.00%"
"01/20/1995","0.38","0.42","0.42","0.38","1.00B","-7.32%"
"01/19/1995","0.41","0.41","0.41","0.40","314.29M","0.00%"
"01/18/1995","0.41","0.40","0.41","0.40","127.64M","2.50%"
"01/17/1995","0.40","0.40","0.41","0.39","330.11M","0.00%"
"01/16/1995","0.40","0.40","0.40","0.40","188.98M","0.00%"
"01/13/1995","0.40","0.41","0.41","0.40","351.37M","-2.44%"
"01/12/1995","0.41","0.41","0.41","0.40","551.78M","-2.38%"
"01/11/1995","0.42","0.39","0.43","0.38","873.82M","7.69%"
"01/10/1995","0.39","0.37","0.39","0.37","614.79M","5.41%"
"01/09/1995","0.37","0.37","0.37","0.37","274.09M","0.00%"
"01/06/1995","0.37","0.37","0.39","0.37","1.08B","5.71%"
"01/05/1995","0.35","0.35","0.35","0.35","73.64M","0.00%"
"01/04/1995","0.35","0.34","0.35","0.34","158.68M","2.94%"
"01/03/1995","0.34","0.35","0.35","0.34","103.87M","-2.86%"
"12/30/1994","0.35","0.35","0.36","0.35","73.09M","0.00%"
"12/29/1994","0.35","0.35","0.36","0.35","121.34M","0.00%"
"12/28/1994","0.35","0.35","0.35","0.34","89.16M","0.00%"
"12/27/1994","0.35","0.35","0.35","0.35","81.92M","0.00%"
"12/23/1994","0.35","0.34","0.35","0.34","93.89M","2.94%"
"12/22/1994","0.34","0.34","0.35","0.34","133.08M","0.00%"
"12/21/1994","0.34","0.34","0.34","0.33","157.44M","0.00%"
"12/20/1994","0.34","0.35","0.35","0.34","175.15M","-2.86%"
"12/19/1994","0.35","0.33","0.35","0.33","332.82M","6.06%"
"12/16/1994","0.33","0.33","0.34","0.33","179.78M","0.00%"
"12/15/1994","0.33","0.34","0.34","0.33","227.60M","-2.94%"
"12/14/1994","0.34","0.33","0.34","0.33","311.43M","6.25%"
"12/13/1994","0.32","0.33","0.33","0.32","119.20M","-3.03%"
"12/12/1994","0.33","0.32","0.33","0.32","224.08M","3.13%"
"12/09/1994","0.32","0.32","0.32","0.31","260.73M","0.00%"
"12/08/1994","0.32","0.33","0.33","0.32","169.86M","-3.03%"
"12/07/1994","0.33","0.33","0.34","0.32","137.30M","-2.94%"
"12/06/1994","0.34","0.33","0.34","0.33","238.09M","3.03%"
"12/05/1994","0.33","0.33","0.33","0.32","180.28M","0.00%"
"12/02/1994","0.33","0.33","0.33","0.32","172.26M","3.13%"
"12/01/1994","0.32","0.33","0.34","0.32","309.32M","-3.03%"
"11/30/1994","0.33","0.34","0.35","0.33","312.03M","-2.94%"
"11/29/1994","0.34","0.34","0.34","0.34","144.13M","0.00%"
"11/28/1994","0.34","0.34","0.34","0.33","138.68M","0.00%"
"11/25/1994","0.34","0.33","0.34","0.33","84.22M","3.03%"
"11/23/1994","0.33","0.33","0.34","0.32","327.81M","0.00%"
"11/22/1994","0.33","0.34","0.35","0.33","224.34M","-2.94%"
"11/21/1994","0.34","0.36","0.36","0.34","202.60M","-5.56%"
"11/18/1994","0.36","0.36","0.36","0.35","147.03M","0.00%"
"11/17/1994","0.36","0.36","0.37","0.36","150.44M","-2.70%"
"11/16/1994","0.37","0.36","0.37","0.36","187.40M","0.00%"
"11/15/1994","0.37","0.38","0.38","0.37","167.62M","-2.63%"
"11/14/1994","0.38","0.37","0.38","0.37","139.63M","2.70%"
"11/11/1994","0.37","0.37","0.37","0.37","62.27M","0.00%"
"11/10/1994","0.37","0.37","0.37","0.37","152.98M","0.00%"
"11/09/1994","0.37","0.38","0.38","0.37","406.34M","-2.63%"
"11/08/1994","0.38","0.36","0.38","0.36","348.97M","5.56%"
"11/07/1994","0.36","0.36","0.37","0.36","113.04M","0.00%"
"11/04/1994","0.36","0.37","0.37","0.36","192.05M","-2.70%"
"11/03/1994","0.37","0.37","0.37","0.37","110.52M","0.00%"
"11/02/1994","0.37","0.39","0.39","0.37","218.75M","-5.13%"
"11/01/1994","0.39","0.38","0.39","0.38","218.10M","0.00%"
"10/31/1994","0.39","0.37","0.39","0.37","355.90M","2.63%"
"10/28/1994","0.38","0.38","0.38","0.37","273.33M","0.00%"
"10/27/1994","0.38","0.39","0.39","0.38","159.40M","-2.56%"
"10/26/1994","0.39","0.38","0.39","0.38","196.77M","2.63%"
"10/25/1994","0.38","0.37","0.38","0.37","301.48M","0.00%"
"10/24/1994","0.38","0.38","0.39","0.37","204.50M","0.00%"
"10/21/1994","0.38","0.36","0.38","0.36","322.71M","2.70%"
"10/20/1994","0.37","0.37","0.37","0.36","218.14M","0.00%"
"10/19/1994","0.37","0.37","0.38","0.37","351.09M","0.00%"
"10/18/1994","0.37","0.36","0.37","0.36","468.69M","5.71%"
"10/17/1994","0.35","0.36","0.37","0.35","303.99M","-5.41%"
"10/14/1994","0.37","0.37","0.37","0.36","176.16M","0.00%"
"10/13/1994","0.37","0.38","0.38","0.36","525.53M","-2.63%"
"10/12/1994","0.38","0.35","0.38","0.35","597.32M","8.57%"
"10/11/1994","0.35","0.37","0.37","0.35","842.31M","0.00%"
"10/10/1994","0.35","0.33","0.35","0.33","523.41M","6.06%"
"10/07/1994","0.33","0.32","0.33","0.32","364.39M","3.13%"
"10/06/1994","0.32","0.33","0.33","0.32","526.92M","-5.88%"
"10/05/1994","0.34","0.30","0.34","0.30","709.80M","13.33%"
"10/04/1994","0.30","0.30","0.30","0.29","162.39M","0.00%"
"10/03/1994","0.30","0.30","0.30","0.29","129.60M","0.00%"
"09/30/1994","0.30","0.30","0.31","0.30","71.70M","0.00%"
"09/29/1994","0.30","0.30","0.31","0.30","109.38M","0.00%"
"09/28/1994","0.30","0.30","0.31","0.30","81.27M","0.00%"
"09/27/1994","0.30","0.30","0.30","0.30","109.09M","0.00%"
"09/26/1994","0.30","0.30","0.31","0.30","141.62M","0.00%"
"09/23/1994","0.30","0.30","0.31","0.30","132.88M","0.00%"
"09/22/1994","0.30","0.31","0.31","0.30","146.24M","0.00%"
"09/21/1994","0.30","0.31","0.31","0.30","234.84M","-3.23%"
"09/20/1994","0.31","0.31","0.32","0.31","197.25M","-3.12%"
"09/19/1994","0.32","0.32","0.33","0.32","174.35M","0.00%"
"09/16/1994","0.32","0.32","0.33","0.32","364.15M","0.00%"
"09/15/1994","0.32","0.31","0.32","0.31","258.96M","3.23%"
"09/14/1994","0.31","0.32","0.32","0.31","99.09M","-3.12%"
"09/13/1994","0.32","0.32","0.32","0.32","104.23M","0.00%"
"09/12/1994","0.32","0.32","0.32","0.32","90.54M","0.00%"
"09/09/1994","0.32","0.32","0.32","0.32","157.24M","0.00%"
"09/08/1994","0.32","0.32","0.32","0.32","158.84M","0.00%"
"09/07/1994","0.32","0.32","0.33","0.32","203.90M","0.00%"
"09/06/1994","0.32","0.31","0.32","0.31","91.43M","0.00%"
"09/02/1994","0.32","0.31","0.32","0.31","101.30M","3.23%"
"09/01/1994","0.31","0.32","0.32","0.31","204.29M","-3.12%"
"08/31/1994","0.32","0.32","0.33","0.32","351.84M","0.00%"
"08/30/1994","0.32","0.31","0.32","0.31","182.08M","0.00%"
"08/29/1994","0.32","0.32","0.32","0.31","152.11M","0.00%"
"08/26/1994","0.32","0.31","0.32","0.31","204.20M","3.23%"
"08/25/1994","0.31","0.31","0.32","0.31","298.79M","0.00%"
"08/24/1994","0.31","0.31","0.31","0.31","171.58M","0.00%"
"08/23/1994","0.31","0.31","0.32","0.31","214.45M","0.00%"
"08/22/1994","0.31","0.31","0.31","0.31","152.42M","0.00%"
"08/19/1994","0.31","0.31","0.31","0.31","130.55M","0.00%"
"08/18/1994","0.31","0.31","0.31","0.31","206.26M","0.00%"
"08/17/1994","0.31","0.31","0.32","0.31","286.18M","0.00%"
"08/16/1994","0.31","0.31","0.31","0.30","155.74M","0.00%"
"08/15/1994","0.31","0.31","0.31","0.31","120.08M","0.00%"
"08/12/1994","0.31","0.31","0.31","0.30","179.65M","0.00%"
"08/11/1994","0.31","0.31","0.31","0.30","298.09M","0.00%"
"08/10/1994","0.31","0.30","0.31","0.30","253.57M","3.33%"
"08/09/1994","0.30","0.30","0.30","0.30","78.60M","0.00%"
"08/08/1994","0.30","0.30","0.30","0.29","141.28M","0.00%"
"08/05/1994","0.30","0.29","0.30","0.29","87.01M","0.00%"
"08/04/1994","0.30","0.30","0.30","0.30","184.76M","0.00%"
"08/03/1994","0.30","0.29","0.30","0.29","226.85M","3.45%"
"08/02/1994","0.29","0.30","0.30","0.29","269.56M","-3.33%"
"08/01/1994","0.30","0.30","0.30","0.29","229.28M","0.00%"
"07/29/1994","0.30","0.28","0.30","0.28","555.77M","7.14%"
"07/28/1994","0.28","0.28","0.29","0.28","245.31M","0.00%"
"07/27/1994","0.28","0.28","0.28","0.27","133.78M","0.00%"
"07/26/1994","0.28","0.28","0.29","0.28","188.81M","0.00%"
"07/25/1994","0.28","0.28","0.28","0.27","422.65M","0.00%"
"07/22/1994","0.28","0.28","0.29","0.27","786.46M","12.00%"
"07/21/1994","0.25","0.24","0.25","0.24","289.48M","4.17%"
"07/20/1994","0.24","0.24","0.25","0.24","217.37M","-4.00%"
"07/19/1994","0.25","0.26","0.26","0.24","116.37M","0.00%"
"07/18/1994","0.25","0.25","0.26","0.25","76.43M","0.00%"
"07/15/1994","0.25","0.25","0.25","0.25","93.28M","-3.85%"
"07/14/1994","0.26","0.26","0.27","0.25","178.24M","-3.70%"
"07/13/1994","0.27","0.25","0.27","0.25","450.26M","8.00%"
"07/12/1994","0.25","0.24","0.25","0.24","242.31M","4.17%"
"07/11/1994","0.24","0.24","0.24","0.24","106.42M","0.00%"
"07/08/1994","0.24","0.24","0.25","0.24","208.23M","0.00%"
"07/07/1994","0.24","0.23","0.24","0.23","170.15M","4.35%"
"07/06/1994","0.23","0.23","0.24","0.23","97.38M","-4.17%"
"07/05/1994","0.24","0.23","0.24","0.23","85.85M","4.35%"
"07/01/1994","0.23","0.24","0.24","0.23","179.28M","-4.17%"
"06/30/1994","0.24","0.23","0.24","0.23","101.73M","4.35%"
"06/29/1994","0.23","0.24","0.24","0.23","135.56M","-4.17%"
"06/28/1994","0.24","0.23","0.24","0.23","174.23M","4.35%"
"06/27/1994","0.23","0.23","0.23","0.22","255.95M","0.00%"
"06/24/1994","0.23","0.22","0.23","0.22","292.86M","4.55%"
"06/23/1994","0.22","0.23","0.23","0.22","203.90M","-4.35%"
"06/22/1994","0.23","0.23","0.24","0.23","113.86M","0.00%"
"06/21/1994","0.23","0.24","0.24","0.23","243.28M","-4.17%"
