"Date","Price","Open","High","Low","Vol.","Change %"
"03/23/1990","0.38","0.37","0.38","0.37","227.99M","5.56%"
"03/22/1990","0.36","0.37","0.38","0.36","231.66M","-2.70%"
"03/21/1990","0.37","0.37","0.38","0.37","152.73M","0.00%"
"03/20/1990","0.37","0.38","0.38","0.36","391.32M","-2.63%"
"03/19/1990","0.38","0.36","0.38","0.36","431.79M","5.56%"
"03/16/1990","0.36","0.36","0.36","0.35","645.39M","9.09%"
"03/15/1990","0.33","0.33","0.34","0.33","120.23M","0.00%"
"03/14/1990","0.33","0.33","0.33","0.33","95.12M","0.00%"
"03/13/1990","0.33","0.33","0.33","0.32","148.58M","0.00%"
"03/12/1990","0.33","0.33","0.33","0.32","163.96M","0.00%"
"03/09/1990","0.33","0.33","0.33","0.32","230.47M","0.00%"
"03/08/1990","0.33","0.32","0.33","0.31","223.84M","3.13%"
"03/07/1990","0.32","0.31","0.32","0.31","204.22M","3.23%"
"03/06/1990","0.31","0.31","0.31","0.31","156.02M","0.00%"
"03/05/1990","0.31","0.30","0.31","0.30","182.47M","3.33%"
"03/02/1990","0.30","0.30","0.31","0.30","104.90M","-3.23%"
"03/01/1990","0.31","0.30","0.31","0.30","203.90M","3.33%"
"02/28/1990","0.30","0.30","0.30","0.30","109.33M","0.00%"
"02/27/1990","0.30","0.30","0.31","0.30","73.95M","0.00%"
"02/26/1990","0.30","0.29","0.31","0.29","79.61M","0.00%"
"02/23/1990","0.30","0.29","0.30","0.29","149.96M","3.45%"
"02/22/1990","0.29","0.30","0.31","0.29","195.18M","-3.33%"
"02/21/1990","0.30","0.29","0.31","0.29","175.91M","0.00%"
"02/20/1990","0.30","0.30","0.30","0.29","123.24M","0.00%"
"02/16/1990","0.30","0.31","0.31","0.30","127.21M","-3.23%"
"02/15/1990","0.31","0.30","0.31","0.30","97.97M","0.00%"
"02/14/1990","0.31","0.31","0.31","0.30","96.06M","0.00%"
"02/13/1990","0.31","0.30","0.31","0.30","102.17M","3.33%"
"02/12/1990","0.30","0.31","0.31","0.30","74.92M","-3.23%"
"02/09/1990","0.31","0.30","0.31","0.30","168.08M","6.90%"
"02/08/1990","0.29","0.30","0.30","0.29","186.64M","-3.33%"
"02/07/1990","0.30","0.29","0.30","0.29","312.45M","-3.23%"
"02/06/1990","0.31","0.31","0.31","0.30","74.09M","0.00%"
"02/05/1990","0.31","0.31","0.31","0.30","101.75M","0.00%"
"02/02/1990","0.31","0.30","0.31","0.30","118.47M","3.33%"
"02/01/1990","0.30","0.31","0.31","0.30","117.07M","0.00%"
"01/31/1990","0.30","0.31","0.31","0.29","143.94M","0.00%"
"01/30/1990","0.30","0.30","0.31","0.29","116.45M","0.00%"
"01/29/1990","0.30","0.29","0.30","0.29","119.93M","3.45%"
"01/26/1990","0.29","0.30","0.30","0.29","181.25M","-3.33%"
"01/25/1990","0.30","0.31","0.31","0.30","111.54M","0.00%"
"01/24/1990","0.30","0.29","0.31","0.29","169.79M","0.00%"
"01/23/1990","0.30","0.30","0.31","0.29","140.87M","0.00%"
"01/22/1990","0.30","0.30","0.31","0.30","145.61M","-3.23%"
"01/19/1990","0.31","0.30","0.31","0.30","265.14M","6.90%"
"01/18/1990","0.29","0.29","0.30","0.29","273.29M","-3.33%"
"01/17/1990","0.30","0.31","0.31","0.29","197.30M","-3.23%"
"01/16/1990","0.31","0.30","0.31","0.29","214.25M","0.00%"
"01/15/1990","0.31","0.31","0.32","0.31","161.74M","0.00%"
"01/12/1990","0.31","0.31","0.31","0.30","171.90M","0.00%"
"01/11/1990","0.31","0.32","0.32","0.31","211.05M","-3.12%"
"01/10/1990","0.32","0.34","0.34","0.32","199.72M","-5.88%"
"01/09/1990","0.34","0.34","0.34","0.33","86.14M","0.00%"
"01/08/1990","0.34","0.33","0.34","0.33","101.57M","0.00%"
"01/05/1990","0.34","0.34","0.34","0.33","123.31M","0.00%"
"01/04/1990","0.34","0.34","0.35","0.33","221.51M","3.03%"
"01/03/1990","0.33","0.34","0.34","0.33","208.00M","0.00%"
"01/02/1990","0.33","0.31","0.33","0.31","183.20M","6.45%"
"12/29/1989","0.31","0.31","0.32","0.31","152.41M","0.00%"
"12/28/1989","0.31","0.31","0.31","0.31","151.26M","0.00%"
"12/27/1989","0.31","0.32","0.32","0.31","257.01M","-3.12%"
"12/26/1989","0.32","0.33","0.33","0.31","135.28M","-3.03%"
"12/22/1989","0.33","0.32","0.33","0.32","184.59M","3.13%"
"12/21/1989","0.32","0.32","0.32","0.32","304.81M","0.00%"
"12/20/1989","0.32","0.32","0.32","0.31","177.99M","3.23%"
"12/19/1989","0.31","0.31","0.32","0.31","251.19M","0.00%"
"12/18/1989","0.31","0.30","0.31","0.30","307.21M","3.33%"
"12/15/1989","0.30","0.31","0.31","0.29","518.17M","-3.23%"
"12/14/1989","0.31","0.32","0.32","0.31","304.75M","-3.12%"
"12/13/1989","0.32","0.32","0.33","0.32","389.76M","0.00%"
"12/12/1989","0.32","0.32","0.35","0.31","1.03B","-8.57%"
"12/11/1989","0.35","0.37","0.37","0.34","650.02M","-5.41%"
"12/08/1989","0.37","0.38","0.38","0.37","252.58M","-2.63%"
"12/07/1989","0.38","0.38","0.39","0.37","178.42M","0.00%"
"12/06/1989","0.38","0.40","0.40","0.37","334.87M","-5.00%"
"12/05/1989","0.40","0.40","0.41","0.40","121.77M","0.00%"
"12/04/1989","0.40","0.39","0.41","0.39","97.36M","2.56%"
"12/01/1989","0.39","0.40","0.40","0.39","146.23M","-2.50%"
"11/30/1989","0.40","0.39","0.40","0.39","63.45M","2.56%"
"11/29/1989","0.39","0.39","0.40","0.38","152.95M","0.00%"
"11/28/1989","0.39","0.39","0.40","0.38","135.37M","0.00%"
"11/27/1989","0.39","0.40","0.40","0.39","105.15M","-2.50%"
"11/24/1989","0.40","0.40","0.40","0.40","27.85M","0.00%"
"11/22/1989","0.40","0.41","0.41","0.40","97.94M","0.00%"
"11/21/1989","0.40","0.40","0.42","0.40","140.25M","0.00%"
"11/20/1989","0.40","0.40","0.41","0.40","108.07M","0.00%"
"11/17/1989","0.40","0.40","0.40","0.40","88.56M","0.00%"
"11/16/1989","0.40","0.40","0.40","0.39","96.57M","0.00%"
"11/15/1989","0.40","0.40","0.40","0.39","97.79M","0.00%"
"11/14/1989","0.40","0.42","0.42","0.40","84.38M","-4.76%"
"11/13/1989","0.42","0.42","0.42","0.42","68.02M","0.00%"
"11/10/1989","0.42","0.41","0.42","0.41","64.86M","2.44%"
"11/09/1989","0.41","0.40","0.41","0.40","88.19M","2.50%"
"11/08/1989","0.40","0.40","0.40","0.40","142.63M","2.56%"
"11/07/1989","0.39","0.39","0.40","0.39","151.32M","0.00%"
"11/06/1989","0.39","0.39","0.39","0.38","123.09M","0.00%"
"11/03/1989","0.39","0.39","0.40","0.39","174.65M","0.00%"
"11/02/1989","0.39","0.40","0.40","0.38","452.67M","-4.88%"
"11/01/1989","0.41","0.41","0.42","0.41","61.19M","-2.38%"
"10/31/1989","0.42","0.41","0.42","0.41","92.00M","2.44%"
"10/30/1989","0.41","0.41","0.41","0.40","87.01M","2.50%"
"10/27/1989","0.40","0.40","0.41","0.40","129.42M","0.00%"
"10/26/1989","0.40","0.41","0.42","0.40","169.27M","-4.76%"
"10/25/1989","0.42","0.43","0.43","0.41","119.15M","-2.33%"
"10/24/1989","0.43","0.41","0.43","0.40","216.44M","2.38%"
"10/23/1989","0.42","0.43","0.43","0.41","121.96M","-2.33%"
"10/20/1989","0.43","0.43","0.44","0.42","261.51M","-2.27%"
"10/19/1989","0.44","0.43","0.44","0.43","111.90M","2.33%"
"10/18/1989","0.43","0.42","0.43","0.41","144.03M","2.38%"
"10/17/1989","0.42","0.41","0.44","0.40","250.04M","0.00%"
"10/16/1989","0.42","0.40","0.42","0.38","424.97M","2.44%"
"10/13/1989","0.41","0.44","0.44","0.40","201.12M","-6.82%"
"10/12/1989","0.44","0.44","0.44","0.43","82.64M","0.00%"
"10/11/1989","0.44","0.44","0.44","0.43","156.96M","0.00%"
"10/10/1989","0.44","0.44","0.45","0.43","287.13M","0.00%"
"10/09/1989","0.44","0.43","0.44","0.42","195.55M","2.33%"
"10/06/1989","0.43","0.41","0.43","0.41","361.70M","4.88%"
"10/05/1989","0.41","0.40","0.42","0.40","245.28M","2.50%"
"10/04/1989","0.40","0.39","0.40","0.39","159.17M","2.56%"
"10/03/1989","0.39","0.40","0.40","0.39","170.50M","-2.50%"
"10/02/1989","0.40","0.40","0.40","0.39","137.40M","0.00%"
"09/29/1989","0.40","0.40","0.41","0.40","69.81M","-2.44%"
"09/28/1989","0.41","0.40","0.41","0.40","79.42M","2.50%"
"09/27/1989","0.40","0.40","0.40","0.39","90.13M","0.00%"
"09/26/1989","0.40","0.40","0.41","0.40","77.32M","0.00%"
"09/25/1989","0.40","0.40","0.41","0.40","136.16M","0.00%"
"09/22/1989","0.40","0.40","0.40","0.40","72.50M","0.00%"
"09/21/1989","0.40","0.40","0.41","0.40","200.96M","0.00%"
"09/20/1989","0.40","0.39","0.40","0.39","118.15M","2.56%"
"09/19/1989","0.39","0.40","0.40","0.38","80.80M","0.00%"
"09/18/1989","0.39","0.40","0.40","0.39","63.13M","-2.50%"
"09/15/1989","0.40","0.40","0.40","0.40","124.87M","0.00%"
"09/14/1989","0.40","0.40","0.40","0.40","131.29M","0.00%"
"09/13/1989","0.40","0.41","0.42","0.40","128.69M","-2.44%"
"09/12/1989","0.41","0.41","0.42","0.41","103.58M","0.00%"
"09/11/1989","0.41","0.40","0.41","0.40","98.59M","2.50%"
"09/08/1989","0.40","0.40","0.40","0.40","55.83M","0.00%"
"09/07/1989","0.40","0.40","0.41","0.40","113.89M","0.00%"
"09/06/1989","0.40","0.40","0.40","0.39","86.76M","0.00%"
"09/05/1989","0.40","0.40","0.41","0.40","114.82M","0.00%"
"09/01/1989","0.40","0.40","0.40","0.40","74.12M","0.00%"
"08/31/1989","0.40","0.40","0.40","0.40","56.29M","0.00%"
"08/30/1989","0.40","0.39","0.40","0.39","116.10M","2.56%"
"08/29/1989","0.39","0.40","0.40","0.39","176.90M","-2.50%"
"08/28/1989","0.40","0.40","0.40","0.39","81.66M","0.00%"
"08/25/1989","0.40","0.39","0.40","0.39","161.39M","2.56%"
"08/24/1989","0.39","0.39","0.40","0.39","162.93M","0.00%"
"08/23/1989","0.39","0.38","0.40","0.38","173.64M","2.63%"
"08/22/1989","0.38","0.37","0.38","0.37","112.29M","0.00%"
"08/21/1989","0.38","0.38","0.39","0.37","137.83M","0.00%"
"08/18/1989","0.38","0.37","0.38","0.37","84.07M","2.70%"
"08/17/1989","0.37","0.36","0.37","0.36","153.32M","2.78%"
"08/16/1989","0.36","0.37","0.37","0.36","120.53M","-2.70%"
"08/15/1989","0.37","0.36","0.37","0.36","163.73M","2.78%"
"08/14/1989","0.36","0.37","0.37","0.36","102.83M","-2.70%"
"08/11/1989","0.37","0.39","0.39","0.37","230.08M","-5.13%"
"08/10/1989","0.39","0.39","0.39","0.38","152.36M","0.00%"
"08/09/1989","0.39","0.39","0.41","0.39","195.16M","0.00%"
"08/08/1989","0.39","0.39","0.40","0.39","205.92M","0.00%"
"08/07/1989","0.39","0.38","0.39","0.38","168.21M","2.63%"
"08/04/1989","0.38","0.37","0.38","0.37","183.36M","2.70%"
"08/03/1989","0.37","0.36","0.37","0.36","172.94M","2.78%"
"08/02/1989","0.36","0.35","0.36","0.35","101.40M","0.00%"
"08/01/1989","0.36","0.35","0.36","0.35","139.54M","2.86%"
"07/31/1989","0.35","0.35","0.36","0.35","111.87M","0.00%"
"07/28/1989","0.35","0.35","0.35","0.35","119.34M","0.00%"
"07/27/1989","0.35","0.34","0.35","0.34","173.07M","2.94%"
"07/26/1989","0.34","0.34","0.34","0.34","233.74M","-2.86%"
"07/25/1989","0.35","0.35","0.35","0.34","209.84M","0.00%"
"07/24/1989","0.35","0.35","0.35","0.35","115.99M","-2.78%"
"07/21/1989","0.36","0.35","0.36","0.35","139.48M","0.00%"
"07/20/1989","0.36","0.36","0.37","0.35","236.07M","0.00%"
"07/19/1989","0.36","0.35","0.36","0.35","238.97M","2.86%"
"07/18/1989","0.35","0.36","0.36","0.35","477.31M","-2.78%"
"07/17/1989","0.36","0.36","0.37","0.35","130.89M","0.00%"
"07/14/1989","0.36","0.36","0.37","0.35","257.32M","0.00%"
"07/13/1989","0.36","0.36","0.37","0.35","225.43M","0.00%"
"07/12/1989","0.36","0.35","0.36","0.35","124.13M","2.86%"
"07/11/1989","0.35","0.36","0.37","0.35","243.93M","-2.78%"
"07/10/1989","0.36","0.37","0.37","0.36","203.69M","-2.70%"
"07/07/1989","0.37","0.37","0.37","0.36","106.11M","0.00%"
"07/06/1989","0.37","0.36","0.37","0.36","173.92M","2.78%"
"07/05/1989","0.36","0.36","0.36","0.36","119.16M","0.00%"
"07/03/1989","0.36","0.37","0.37","0.36","48.35M","-2.70%"
"06/30/1989","0.37","0.36","0.37","0.35","164.74M","2.78%"
"06/29/1989","0.36","0.37","0.37","0.36","233.52M","-2.70%"
"06/28/1989","0.37","0.38","0.38","0.37","257.03M","-2.63%"
"06/27/1989","0.38","0.39","0.40","0.38","105.78M","-2.56%"
"06/26/1989","0.39","0.39","0.39","0.39","183.84M","0.00%"
"06/23/1989","0.39","0.39","0.40","0.39","123.89M","0.00%"
"06/22/1989","0.39","0.38","0.39","0.37","137.20M","2.63%"
"06/21/1989","0.38","0.38","0.39","0.38","129.86M","0.00%"
"06/20/1989","0.38","0.39","0.39","0.38","134.53M","-2.56%"
"06/19/1989","0.39","0.40","0.40","0.39","183.12M","-2.50%"
"06/16/1989","0.40","0.40","0.41","0.39","542.00M","-4.76%"
"06/15/1989","0.42","0.44","0.44","0.42","161.35M","-4.55%"
"06/14/1989","0.44","0.44","0.45","0.43","251.31M","2.33%"
"06/13/1989","0.43","0.42","0.44","0.42","230.98M","2.38%"
"06/12/1989","0.42","0.42","0.43","0.41","80.86M","0.00%"
"06/09/1989","0.42","0.42","0.43","0.42","94.42M","-2.33%"
"06/08/1989","0.43","0.43","0.44","0.42","178.01M","0.00%"
"06/07/1989","0.43","0.42","0.43","0.42","175.67M","2.38%"
"06/06/1989","0.42","0.42","0.42","0.41","145.14M","0.00%"
"06/05/1989","0.42","0.44","0.44","0.42","124.12M","-4.55%"
"06/02/1989","0.44","0.43","0.44","0.43","124.48M","0.00%"
"06/01/1989","0.44","0.43","0.44","0.42","179.50M","2.33%"
"05/31/1989","0.43","0.42","0.43","0.42","115.21M","2.38%"
"05/30/1989","0.42","0.43","0.44","0.42","111.92M","-2.33%"
"05/26/1989","0.43","0.43","0.44","0.43","112.53M","0.00%"
"05/25/1989","0.43","0.42","0.44","0.42","232.37M","0.00%"
"05/24/1989","0.43","0.40","0.43","0.40","297.61M","4.88%"
"05/23/1989","0.41","0.41","0.41","0.40","134.47M","0.00%"
"05/22/1989","0.41","0.41","0.41","0.40","190.40M","0.00%"
"05/19/1989","0.41","0.40","0.41","0.40","330.77M","2.50%"
"05/18/1989","0.40","0.40","0.41","0.40","211.25M","0.00%"
"05/17/1989","0.40","0.40","0.41","0.40","248.46M","-2.44%"
"05/16/1989","0.41","0.41","0.41","0.40","228.67M","0.00%"
"05/15/1989","0.41","0.40","0.41","0.40","317.90M","2.50%"
"05/12/1989","0.40","0.40","0.40","0.39","467.14M","2.56%"
"05/11/1989","0.39","0.39","0.40","0.38","300.94M","0.00%"
"05/10/1989","0.39","0.38","0.39","0.38","234.44M","2.63%"
"05/09/1989","0.38","0.37","0.38","0.37","346.77M","0.00%"
"05/08/1989","0.38","0.37","0.38","0.37","205.92M","2.70%"
"05/05/1989","0.37","0.38","0.38","0.37","459.46M","0.00%"
"05/04/1989","0.37","0.36","0.37","0.36","188.91M","2.78%"
"05/03/1989","0.36","0.35","0.36","0.35","220.54M","0.00%"
"05/02/1989","0.36","0.35","0.36","0.35","215.75M","2.86%"
"05/01/1989","0.35","0.34","0.35","0.34","80.66M","0.00%"
"04/28/1989","0.35","0.35","0.35","0.34","103.86M","0.00%"
"04/27/1989","0.35","0.35","0.36","0.35","139.38M","0.00%"
"04/26/1989","0.35","0.36","0.36","0.35","186.13M","-2.78%"
"04/25/1989","0.36","0.36","0.36","0.35","116.18M","0.00%"
"04/24/1989","0.36","0.36","0.36","0.35","110.79M","0.00%"
"04/21/1989","0.36","0.36","0.36","0.35","115.17M","0.00%"
"04/20/1989","0.36","0.36","0.37","0.36","179.82M","0.00%"
"04/19/1989","0.36","0.36","0.37","0.35","425.88M","0.00%"
"04/18/1989","0.36","0.35","0.36","0.35","560.99M","2.86%"
"04/17/1989","0.35","0.34","0.35","0.34","140.15M","0.00%"
"04/14/1989","0.35","0.35","0.35","0.34","123.36M","2.94%"
"04/13/1989","0.34","0.35","0.35","0.34","189.02M","0.00%"
"04/12/1989","0.34","0.34","0.35","0.34","387.91M","0.00%"
"04/11/1989","0.34","0.33","0.34","0.33","146.54M","3.03%"
"04/10/1989","0.33","0.33","0.34","0.33","135.37M","0.00%"
"04/07/1989","0.33","0.32","0.33","0.32","354.98M","3.13%"
"04/06/1989","0.32","0.31","0.32","0.31","156.37M","3.23%"
"04/05/1989","0.31","0.31","0.31","0.31","120.25M","0.00%"
"04/04/1989","0.31","0.31","0.31","0.30","115.73M","0.00%"
"04/03/1989","0.31","0.32","0.32","0.31","166.29M","-3.12%"
"03/31/1989","0.32","0.31","0.32","0.31","185.35M","3.23%"
"03/30/1989","0.31","0.31","0.31","0.30","104.56M","0.00%"
"03/29/1989","0.31","0.30","0.31","0.30","74.40M","3.33%"
"03/28/1989","0.30","0.30","0.31","0.30","141.25M","0.00%"
"03/27/1989","0.30","0.31","0.31","0.30","151.66M","-3.23%"
"03/23/1989","0.31","0.30","0.31","0.30","118.91M","3.33%"
"03/22/1989","0.30","0.31","0.31","0.30","144.85M","-3.23%"
"03/21/1989","0.31","0.32","0.32","0.31","128.20M","0.00%"
"03/20/1989","0.31","0.31","0.31","0.31","181.45M","0.00%"
"03/17/1989","0.31","0.31","0.32","0.30","237.13M","0.00%"
"03/16/1989","0.31","0.31","0.32","0.31","192.24M","0.00%"
"03/15/1989","0.31","0.31","0.32","0.31","90.06M","0.00%"
"03/14/1989","0.31","0.31","0.32","0.31","161.94M","0.00%"
"03/13/1989","0.31","0.31","0.32","0.31","131.11M","0.00%"
"03/10/1989","0.31","0.31","0.31","0.31","102.72M","-3.12%"
"03/09/1989","0.32","0.31","0.32","0.31","133.44M","3.23%"
"03/08/1989","0.31","0.32","0.32","0.31","216.29M","-3.12%"
"03/07/1989","0.32","0.32","0.32","0.31","260.69M","0.00%"
"03/06/1989","0.32","0.31","0.32","0.31","168.52M","3.23%"
"03/03/1989","0.31","0.31","0.31","0.30","387.22M","0.00%"
"03/02/1989","0.31","0.32","0.32","0.31","376.33M","-3.12%"
"03/01/1989","0.32","0.32","0.33","0.32","170.13M","0.00%"
"02/28/1989","0.32","0.33","0.33","0.32","176.02M","-3.03%"
"02/27/1989","0.33","0.32","0.33","0.32","115.92M","3.13%"
"02/24/1989","0.32","0.33","0.33","0.32","152.13M","-3.03%"
"02/23/1989","0.33","0.33","0.33","0.32","95.37M","0.00%"
"02/22/1989","0.33","0.33","0.33","0.33","238.33M","0.00%"
"02/21/1989","0.33","0.33","0.34","0.33","190.56M","0.00%"
"02/17/1989","0.33","0.32","0.33","0.32","116.85M","3.13%"
"02/16/1989","0.32","0.32","0.33","0.32","255.70M","0.00%"
"02/15/1989","0.32","0.32","0.32","0.32","330.62M","0.00%"
"02/14/1989","0.32","0.33","0.33","0.31","891.58M","-3.03%"
"02/13/1989","0.33","0.33","0.33","0.33","235.19M","0.00%"
"02/10/1989","0.33","0.34","0.34","0.33","348.34M","-2.94%"
"02/09/1989","0.34","0.34","0.35","0.34","160.81M","0.00%"
"02/08/1989","0.34","0.35","0.35","0.34","157.01M","-2.86%"
"02/07/1989","0.35","0.34","0.35","0.34","165.16M","2.94%"
"02/06/1989","0.34","0.35","0.35","0.34","116.74M","-2.86%"
"02/03/1989","0.35","0.36","0.36","0.35","178.91M","0.00%"
"02/02/1989","0.35","0.35","0.36","0.35","473.49M","0.00%"
"02/01/1989","0.35","0.34","0.35","0.33","487.56M","2.94%"
"01/31/1989","0.34","0.33","0.34","0.33","460.35M","3.03%"
"01/30/1989","0.33","0.34","0.34","0.33","586.50M","-2.94%"
"01/27/1989","0.34","0.35","0.35","0.32","2.13B","-8.11%"
"01/26/1989","0.37","0.36","0.38","0.36","285.26M","0.00%"
"01/25/1989","0.37","0.37","0.37","0.37","110.94M","0.00%"
"01/24/1989","0.37","0.37","0.37","0.36","223.29M","0.00%"
"01/23/1989","0.37","0.36","0.37","0.36","180.53M","0.00%"
"01/20/1989","0.37","0.36","0.37","0.36","173.73M","2.78%"
"01/19/1989","0.36","0.36","0.37","0.36","255.99M","2.86%"
"01/18/1989","0.35","0.36","0.37","0.35","487.93M","-2.78%"
"01/17/1989","0.36","0.39","0.39","0.36","756.61M","-7.69%"
"01/16/1989","0.39","0.39","0.39","0.38","168.59M","0.00%"
"01/13/1989","0.39","0.38","0.39","0.38","193.91M","2.63%"
"01/12/1989","0.38","0.38","0.38","0.37","150.32M","0.00%"
"01/11/1989","0.38","0.38","0.38","0.37","156.13M","0.00%"
"01/10/1989","0.38","0.38","0.38","0.37","103.32M","0.00%"
"01/09/1989","0.38","0.38","0.39","0.38","79.31M","0.00%"
"01/06/1989","0.38","0.38","0.39","0.38","198.67M","0.00%"
"01/05/1989","0.38","0.37","0.39","0.37","307.33M","2.70%"
"01/04/1989","0.37","0.36","0.38","0.36","239.95M","2.78%"
"01/03/1989","0.36","0.36","0.36","0.36","100.02M","0.00%"
"12/30/1988","0.36","0.36","0.37","0.36","81.69M","0.00%"
"12/29/1988","0.36","0.36","0.36","0.36","117.81M","0.00%"
"12/28/1988","0.36","0.36","0.36","0.35","51.54M","0.00%"
"12/27/1988","0.36","0.37","0.37","0.36","59.99M","-2.70%"
"12/23/1988","0.37","0.37","0.37","0.37","40.96M","0.00%"
"12/22/1988","0.37","0.37","0.37","0.36","106.03M","0.00%"
"12/21/1988","0.37","0.37","0.37","0.37","241.97M","0.00%"
"12/20/1988","0.37","0.37","0.37","0.36","274.19M","2.78%"
"12/19/1988","0.36","0.36","0.37","0.36","234.33M","0.00%"
"12/16/1988","0.36","0.35","0.36","0.35","183.49M","2.86%"
"12/15/1988","0.35","0.36","0.36","0.35","112.57M","0.00%"
"12/14/1988","0.35","0.34","0.36","0.34","193.30M","0.00%"
"12/13/1988","0.35","0.34","0.35","0.34","122.55M","2.94%"
"12/12/1988","0.34","0.35","0.35","0.34","117.88M","-2.86%"
"12/09/1988","0.35","0.35","0.35","0.35","44.96M","0.00%"
"12/08/1988","0.35","0.35","0.35","0.35","59.46M","0.00%"
"12/07/1988","0.35","0.35","0.35","0.35","98.13M","0.00%"
"12/06/1988","0.35","0.35","0.35","0.35","104.93M","0.00%"
"12/05/1988","0.35","0.35","0.36","0.35","154.41M","0.00%"
"12/02/1988","0.35","0.34","0.36","0.34","333.72M","0.00%"
"12/01/1988","0.35","0.34","0.35","0.33","212.16M","2.94%"
"11/30/1988","0.34","0.33","0.34","0.33","167.84M","3.03%"
"11/29/1988","0.33","0.33","0.33","0.32","92.67M","0.00%"
"11/28/1988","0.33","0.33","0.33","0.32","139.36M","0.00%"
"11/25/1988","0.33","0.32","0.33","0.32","48.29M","0.00%"
"11/23/1988","0.33","0.32","0.33","0.32","187.99M","3.13%"
"11/22/1988","0.32","0.33","0.33","0.32","148.19M","-3.03%"
"11/21/1988","0.33","0.33","0.34","0.32","221.91M","-2.94%"
"11/18/1988","0.34","0.34","0.34","0.34","57.59M","0.00%"
"11/17/1988","0.34","0.34","0.34","0.34","79.54M","0.00%"
"11/16/1988","0.34","0.35","0.35","0.34","147.84M","-2.86%"
"11/15/1988","0.35","0.35","0.35","0.35","80.00M","0.00%"
"11/14/1988","0.35","0.35","0.35","0.34","85.23M","2.94%"
"11/11/1988","0.34","0.35","0.35","0.34","109.02M","-2.86%"
"11/10/1988","0.35","0.35","0.35","0.35","99.92M","0.00%"
"11/09/1988","0.35","0.34","0.35","0.34","201.72M","2.94%"
"11/08/1988","0.34","0.33","0.35","0.33","154.53M","3.03%"
"11/07/1988","0.33","0.33","0.34","0.33","170.08M","-2.94%"
"11/04/1988","0.34","0.33","0.34","0.33","153.80M","3.03%"
"11/03/1988","0.33","0.33","0.33","0.33","242.46M","0.00%"
"11/02/1988","0.33","0.34","0.34","0.33","208.52M","-2.94%"
"11/01/1988","0.34","0.34","0.35","0.34","143.70M","0.00%"
"10/31/1988","0.34","0.35","0.35","0.33","242.91M","0.00%"
"10/28/1988","0.34","0.35","0.35","0.34","84.48M","-2.86%"
"10/27/1988","0.35","0.35","0.35","0.34","143.68M","0.00%"
"10/26/1988","0.35","0.36","0.36","0.34","188.72M","-2.78%"
"10/25/1988","0.36","0.36","0.36","0.35","85.19M","0.00%"
"10/24/1988","0.36","0.37","0.37","0.35","135.16M","-2.70%"
"10/21/1988","0.37","0.37","0.37","0.36","123.60M","0.00%"
"10/20/1988","0.37","0.36","0.37","0.36","173.47M","2.78%"
"10/19/1988","0.36","0.35","0.36","0.35","277.32M","2.86%"
"10/18/1988","0.35","0.35","0.35","0.34","142.60M","2.94%"
"10/17/1988","0.34","0.34","0.35","0.34","93.69M","-2.86%"
"10/14/1988","0.35","0.35","0.35","0.34","157.25M","0.00%"
"10/13/1988","0.35","0.34","0.35","0.34","164.46M","0.00%"
"10/12/1988","0.35","0.34","0.35","0.34","132.94M","0.00%"
"10/11/1988","0.35","0.34","0.35","0.34","194.56M","2.94%"
"10/10/1988","0.34","0.35","0.35","0.33","332.89M","-2.86%"
"10/07/1988","0.35","0.35","0.35","0.34","457.59M","0.00%"
"10/06/1988","0.35","0.36","0.36","0.35","167.76M","-2.78%"
"10/05/1988","0.36","0.37","0.37","0.36","123.91M","-2.70%"
"10/04/1988","0.37","0.38","0.38","0.37","51.65M","-2.63%"
"10/03/1988","0.38","0.38","0.39","0.37","90.78M","-2.56%"
"09/30/1988","0.39","0.39","0.39","0.39","92.89M","0.00%"
"09/29/1988","0.39","0.39","0.40","0.39","106.08M","0.00%"
"09/28/1988","0.39","0.39","0.39","0.39","84.69M","0.00%"
"09/27/1988","0.39","0.38","0.39","0.38","162.98M","2.63%"
"09/26/1988","0.38","0.39","0.39","0.38","87.04M","-2.56%"
"09/23/1988","0.39","0.39","0.40","0.39","98.12M","0.00%"
"09/22/1988","0.39","0.38","0.39","0.38","145.67M","2.63%"
"09/21/1988","0.38","0.37","0.38","0.37","91.35M","2.70%"
"09/20/1988","0.37","0.37","0.38","0.37","102.68M","0.00%"
"09/19/1988","0.37","0.37","0.38","0.37","92.13M","-2.63%"
"09/16/1988","0.38","0.37","0.38","0.37","123.76M","2.70%"
"09/15/1988","0.37","0.37","0.38","0.37","166.51M","0.00%"
"09/14/1988","0.37","0.37","0.38","0.37","238.57M","0.00%"
"09/13/1988","0.37","0.36","0.37","0.36","119.68M","0.00%"
"09/12/1988","0.37","0.37","0.37","0.36","148.03M","2.78%"
"09/09/1988","0.36","0.35","0.37","0.34","234.67M","2.86%"
"09/08/1988","0.35","0.34","0.35","0.34","207.26M","2.94%"
"09/07/1988","0.34","0.35","0.35","0.34","179.11M","-2.86%"
"09/06/1988","0.35","0.36","0.36","0.35","143.45M","0.00%"
"09/02/1988","0.35","0.35","0.36","0.35","186.30M","0.00%"
"09/01/1988","0.35","0.35","0.35","0.34","246.74M","-2.78%"
"08/31/1988","0.36","0.37","0.37","0.35","237.69M","0.00%"
"08/30/1988","0.36","0.36","0.37","0.36","50.57M","0.00%"
